,region,Diabetes_100,Diabetes_101,Diabetes_102,Diabetes_103,Diabetes_104,Diabetes_105,Diabetes_106,Diabetes_107,Diabetes_108
119,1106,0.5619365028833605,0.5457894531224206,0.5701873776557208,0.578642873247313,0.5473367106869138,0.5758083205105278,0.5843428044266898,0.5701873776557208,0.5350934557000678
120,1107,0.5557911190308924,0.5481013319356557,0.5948405433698034,0.5269445962040123,0.538089128593581,0.5813982380872444,0.5127571188569223,0.5503602622768203,0.5734805275883288
121,1201,0.5695766286632183,0.5775188081231895,0.5582266908534286,0.6051854136280422,0.617417868560864,0.6301398885574547,0.5990186777574923,0.5861718622147013,0.6032449776620947
122,1204,0.5645495205168723,0.5619365028833605,0.583813925694988,0.6010431976876913,0.6191007924656268,0.6286365219028646,0.6453209557483974,0.5853921297182249,0.5987911444451878
123,1205,0.4762438500948004,0.5368163929072258,0.5042242236985969,0.5525686152770503,0.573185652489357,0.5853921297182249,0.5904775676398629,0.5042242236985969,0.5522039729129824
124,2201,0.6511166047096418,0.6400669278536241,0.6686298352355698,0.688759186411363,0.6657838314792164,0.6741928550057718,0.6793582051469185,0.6857868892816806,0.6488116118446728
125,2202,0.7306255759760062,0.6925291604725253,0.7110979416938913,0.7099974953913313,0.7343835789652268,0.6945341962682232,0.7068492819672558,0.6842664638451568,0.7063146701048514
126,3101,0.6127844227074268,0.6125865577521188,0.6014875031558261,0.6028085360334472,0.5859126356603843,0.5971835430155358,0.5946031530093805,0.5832821958512296,0.5832821958512296
127,3102,0.6550573011159267,0.6418495483091453,0.6457464157055979,0.6433108438830617,0.6360903787540543,0.6483991973881867,0.6431656846999175,0.6216629013769018,0.6291401943869842
128,3103,0.6537611504390414,0.6712868483412286,0.6436005229375109,0.6597101955411482,0.6465918692859642,0.6488116118446728,0.6211194529104442,0.623630314052643,0.6382514965969798
129,3104,0.622382872800878,0.617417868560864,0.6135719370476123,0.6066686843935712,0.5987911444451878,0.6019298162160658,0.6023701546578558,0.5943651899334196,0.5981053782032808
130,3105,0.5632516643293894,0.555438218306877,0.5492372636511981,0.5477197622252026,0.5288145222947193,0.5359586862231034,0.5264715226489869,0.5372424654796595,0.5278839904202013
131,3106,0.5430219387909243,0.5350934557000678,0.5446128708156169,0.5240715101540525,0.5328965798731515,0.5477197622252026,0.5481013319356557,0.5175436149395678,0.5477197622252026
132,3107,0.4705595652558036,0.45810250192817037,0.4571494930927401,0.47702979566470294,0.44600954254719233,0.43222403291486616,0.41324930679119964,0.43585520297778035,0.44600954254719233
133,3108,0.4231922435242869,0.455215398827836,0.4609074960819605,0.47702979566470294,0.44813082101678137,0.447075884253355,0.4671579989614896,0.4860028558798977,0.4590463909219646
134,3109,0.4808682429303815,0.47139193852585465,0.45224123439450176,0.5054055030528141,0.489513391782582,0.49422725483753865,0.4778095281611794,0.44384163885946043,0.4881241343494868
135,3110,0.5221085469190464,0.5138410379750792,0.5259961692126031,0.538089128593581,0.5094320069000429,0.5259961692126031,0.4968230795745204,0.5082982513468627,0.5048166317685404
136,3111,0.46452755915233496,0.46628895680104093,0.49872607713146977,0.4754515916414661,0.46452755915233496,0.47384772464237374,0.4427395531242259,0.44493154660256334,0.45224123439450176
137,3112,0.5175436149395678,0.5409964949902344,0.5409964949902344,0.583813925694988,0.5635777328813579,0.5422167453631903,0.5532938806560853,0.5401745265072473,0.583813925694988
138,3113,0.5164998417375979,0.5048166317685404,0.5149131751304131,0.5036282361019833,0.5036282361019833,0.5059908795314416,0.5094320069000429,0.5048166317685404,0.5024253474482724
139,3114,0.5522039729129824,0.5292765168027771,0.5612722872612628,0.5414049247545389,0.548481431238954,0.5677213580332378,0.5418116702676096,0.5278839904202013,0.524556207184167
140,3115,0.507151312294195,0.5042242236985969,0.5138410379750792,0.4801124105181374,0.4754515916414661,0.4922345477272071,0.4801124105181374,0.46541218972010867,0.46628895680104093
141,3116,0.4968230795745204,0.49618049979605583,0.5477197622252026,0.5525686152770503,0.5499873482328327,0.4867150297113053,0.5127571188569223,0.5250385340481859,0.4542339415048333
142,3117,0.48161832751201616,0.4671579989614896,0.4176338351590812,0.42972679454005924,0.4571494930927401,0.49088335334880995,0.4599813329660367,0.4512295778630748,0.42845405885370386
143,3118,0.5639027270704172,0.5297363574824643,0.5909719829464664,0.5543718766007143,0.6025895888910606,0.566148188367391,0.5159737837058733,0.447075884253355,0.4393574281716806
144,3119,0.7317562533923071,0.7373908232789131,0.6973416098896568,0.6689659025015456,0.6945341962682232,0.6289725891688401,0.6234530711529384,0.7084359485744406,0.6864447759798085
145,3120,0.7922129505459343,0.7897132463107719,0.7601023715655139,0.7601023715655139,0.6917333508446973,0.7848958649879847,0.6973416098896568,0.8249006857169751,0.6813509122572501
146,3121,0.4801124105181374,0.538089128593581,0.5645495205168723,0.5819401935558871,0.5320039434900945,0.5978757258361039,0.5226029622256498,0.5677213580332378,0.5819401935558871
147,3122,0.5832821958512296,0.670188444483116,0.5170231089974083,0.720618232269879,0.723811868831127,0.6899415550303398,0.6612942486258001,0.6234530711529384,0.723811868831127
148,3123,0.5283503536868532,0.49618049979605583,0.4671579989614896,0.4845628938514617,0.4627341343429793,0.43703648233199754,0.4590463909219646,0.48528550255694874,0.4416250141793108
149,3124,0.707532409610722,0.7200868604950881,0.6517844180063939,0.6954789071195872,0.6993343169999883,0.7033608208472171,0.5950773637648272,0.7579482772826869,0.7803024009884018
150,3125,0.7601023715655139,0.7965096348354606,0.8611572942357139,0.7403090876556964,0.8400988622888501,0.7033608208472171,0.8580822670315884,0.782908089783309,0.7922129505459343
151,3126,0.6246871346677297,0.5936478366104706,0.7020101706639926,0.5511018871777479,0.7165613624292507,0.7204193031661925,0.6764990006883044,0.6267674011687595,0.6599555579740021
152,3127,0.6573482965569514,0.6433108438830617,0.5133005673233799,0.6606880042640453,0.6978435735538887,0.6089553876892047,0.7218688845245637,0.6689659025015456,0.6312935350085233
